report;sys_time;sim_state;net_op_name;net_type;rssi
480;20241030232000;READY;Simulated Carrier;LTE;-92.3
481;20241030232010;READY;Simulated Carrier;LTE;-95.8
482;20241030232020;READY;Simulated Carrier;LTE;-98.6
483;20241030232030;READY;Simulated Carrier;LTE;-91.5
484;20241030232040;READY;Simulated Carrier;LTE;-95.4
485;20241030232050;READY;Simulated Carrier;LTE;-97.8
486;20241030232100;READY;Simulated Carrier;LTE;-94.8
487;20241030232110;READY;Simulated Carrier;LTE;-96.5
488;20241030232120;READY;Simulated Carrier;LTE;-85.4
489;20241030232130;READY;Simulated Carrier;LTE;-88.6
490;20241030232140;READY;Simulated Carrier;LTE;-92.2
491;20241030232150;READY;Simulated Carrier;LTE;-86.3
492;20241030232200;READY;Simulated Carrier;LTE;-91.8
493;20241030232210;READY;Simulated Carrier;LTE;-95.4
494;20241030232220;READY;Simulated Carrier;LTE;-86.0
495;20241030232230;READY;Simulated Carrier;LTE;-90.0
496;20241030232240;READY;Simulated Carrier;LTE;-96.4
497;20241030232250;READY;Simulated Carrier;LTE;-93.1
498;20241030232300;READY;Simulated Carrier;LTE;-95.8
499;20241030232310;READY;Simulated Carrier;LTE;-97.9
500;20241030232320;READY;Simulated Carrier;LTE;-88.4
501;20241030232330;READY;Simulated Carrier;LTE;-84.4
502;20241030232340;READY;Simulated Carrier;LTE;-97.6
503;20241030232350;READY;Simulated Carrier;LTE;-89.6
504;20241030232400;READY;Simulated Carrier;LTE;-94.4
505;20241030232410;READY;Simulated Carrier;LTE;-93.8
506;20241030232420;READY;Simulated Carrier;LTE;-94.3
507;20241030232430;READY;Simulated Carrier;LTE;-95.4
508;20241030232440;READY;Simulated Carrier;LTE;-91.6
509;20241030232450;READY;Simulated Carrier;LTE;-95.1
510;20241030232500;READY;Simulated Carrier;LTE;-90.9
511;20241030232510;READY;Simulated Carrier;LTE;-92.2
512;20241030232520;READY;Simulated Carrier;LTE;-93.0
513;20241030232530;READY;Simulated Carrier;LTE;-95.7
514;20241030232540;READY;Simulated Carrier;LTE;-94.2
515;20241030232550;READY;Simulated Carrier;LTE;-89.0
516;20241030232600;READY;Simulated Carrier;LTE;-89.9
517;20241030232610;READY;Simulated Carrier;LTE;-95.7
518;20241030232620;READY;Simulated Carrier;LTE;-91.2
519;20241030232630;READY;Simulated Carrier;LTE;-88.6
520;20241030232640;READY;Simulated Carrier;LTE;-98.2
521;20241030232650;READY;Simulated Carrier;LTE;-89.3
522;20241030232700;READY;Simulated Carrier;LTE;-94.1
523;20241030232710;READY;Simulated Carrier;LTE;-89.2
524;20241030232720;READY;Simulated Carrier;LTE;-94.5
525;20241030232730;READY;Simulated Carrier;LTE;-98.9
526;20241030232740;READY;Simulated Carrier;LTE;-98.1
527;20241030232750;READY;Simulated Carrier;LTE;-91.4
528;20241030232800;READY;Simulated Carrier;LTE;-90.6
529;20241030232810;READY;Simulated Carrier;LTE;-95.1
530;20241030232820;READY;Simulated Carrier;LTE;-89.0
531;20241030232830;READY;Simulated Carrier;LTE;-98.2
532;20241030232840;READY;Simulated Carrier;LTE;-91.6
533;20241030232850;READY;Simulated Carrier;LTE;-96.3
534;20241030232900;READY;Simulated Carrier;LTE;-94.1
535;20241030232910;READY;Simulated Carrier;LTE;-91.3
536;20241030232920;READY;Simulated Carrier;LTE;-94.9
537;20241030232930;READY;Simulated Carrier;LTE;-92.9
538;20241030232940;READY;Simulated Carrier;LTE;-87.5
539;20241030232950;READY;Simulated Carrier;LTE;-93.9
540;20241030233000;READY;Simulated Carrier;LTE;-88.3
541;20241030233010;READY;Simulated Carrier;LTE;-96.2
542;20241030233020;READY;Simulated Carrier;LTE;-89.5
543;20241030233030;READY;Simulated Carrier;LTE;-85.8
544;20241030233040;READY;Simulated Carrier;LTE;-101.6
545;20241030233050;READY;Simulated Carrier;LTE;-94.8
546;20241030233100;READY;Simulated Carrier;LTE;-89.3
547;20241030233110;READY;Simulated Carrier;LTE;-92.3
548;20241030233120;READY;Simulated Carrier;LTE;-89.9
549;20241030233130;READY;Simulated Carrier;LTE;-93.7
550;20241030233140;READY;Simulated Carrier;LTE;-90.9
551;20241030233150;READY;Simulated Carrier;LTE;-91.8
552;20241030233200;READY;Simulated Carrier;LTE;-86.4
553;20241030233210;READY;Simulated Carrier;LTE;-90.1
554;20241030233220;READY;Simulated Carrier;LTE;-89.5
555;20241030233230;READY;Simulated Carrier;LTE;-92.4
556;20241030233240;READY;Simulated Carrier;LTE;-92.7
557;20241030233250;READY;Simulated Carrier;LTE;-92.6
558;20241030233300;READY;Simulated Carrier;LTE;-89.4
559;20241030233310;READY;Simulated Carrier;LTE;-92.6
560;20241030233320;READY;Simulated Carrier;LTE;-89.8
561;20241030233330;READY;Simulated Carrier;LTE;-82.7
562;20241030233340;READY;Simulated Carrier;LTE;-87.5
563;20241030233350;READY;Simulated Carrier;LTE;-92.1
564;20241030233400;READY;Simulated Carrier;LTE;-85.9
565;20241030233410;READY;Simulated Carrier;LTE;-92.5
566;20241030233420;READY;Simulated Carrier;LTE;-99.0
567;20241030233430;READY;Simulated Carrier;LTE;-95.0
568;20241030233440;READY;Simulated Carrier;LTE;-98.5
569;20241030233450;READY;Simulated Carrier;LTE;-92.4
570;20241030233500;READY;Simulated Carrier;LTE;-91.0
571;20241030233510;READY;Simulated Carrier;LTE;-84.5
572;20241030233520;READY;Simulated Carrier;LTE;-89.9
573;20241030233530;READY;Simulated Carrier;LTE;-92.2
574;20241030233540;READY;Simulated Carrier;LTE;-88.3
575;20241030233550;READY;Simulated Carrier;LTE;-100.2
576;20241030233600;READY;Simulated Carrier;LTE;-90.3
577;20241030233610;READY;Simulated Carrier;LTE;-88.2
578;20241030233620;READY;Simulated Carrier;LTE;-97.2
579;20241030233630;READY;Simulated Carrier;LTE;-86.8
580;20241030233640;READY;Simulated Carrier;LTE;-89.9
581;20241030233650;READY;Simulated Carrier;LTE;-92.7
582;20241030233700;READY;Simulated Carrier;LTE;-88.5
583;20241030233710;READY;Simulated Carrier;LTE;-81.9
584;20241030233720;READY;Simulated Carrier;LTE;-90.2
585;20241030233730;READY;Simulated Carrier;LTE;-90.1
586;20241030233740;READY;Simulated Carrier;LTE;-92.9
587;20241030233750;READY;Simulated Carrier;LTE;-94.5
588;20241030233800;READY;Simulated Carrier;LTE;-87.8
589;20241030233810;READY;Simulated Carrier;LTE;-94.6
590;20241030233820;READY;Simulated Carrier;LTE;-90.9
591;20241030233830;READY;Simulated Carrier;LTE;-93.1
592;20241030233840;READY;Simulated Carrier;LTE;-89.2
593;20241030233850;READY;Simulated Carrier;LTE;-89.9
594;20241030233900;READY;Simulated Carrier;LTE;-87.2
595;20241030233910;READY;Simulated Carrier;LTE;-93.5
596;20241030233920;READY;Simulated Carrier;LTE;-92.4
597;20241030233930;READY;Simulated Carrier;LTE;-95.5
598;20241030233940;READY;Simulated Carrier;LTE;-93.2
599;20241030233950;READY;Simulated Carrier;LTE;-89.8
600;20241030234000;READY;Simulated Carrier;LTE;-88.3
601;20241030234010;READY;Simulated Carrier;LTE;-95.3
602;20241030234020;READY;Simulated Carrier;LTE;-88.2
603;20241030234030;READY;Simulated Carrier;LTE;-86.2
604;20241030234040;READY;Simulated Carrier;LTE;-90.1
605;20241030234050;READY;Simulated Carrier;LTE;-84.3
606;20241030234100;READY;Simulated Carrier;LTE;-94.8
607;20241030234110;READY;Simulated Carrier;LTE;-96.6
608;20241030234120;READY;Simulated Carrier;LTE;-98.8
609;20241030234130;READY;Simulated Carrier;LTE;-85.9
610;20241030234140;READY;Simulated Carrier;LTE;-89.3
611;20241030234150;READY;Simulated Carrier;LTE;-92.1
612;20241030234200;READY;Simulated Carrier;LTE;-90.7
613;20241030234210;READY;Simulated Carrier;LTE;-96.4
614;20241030234220;READY;Simulated Carrier;LTE;-82.1
615;20241030234230;READY;Simulated Carrier;LTE;-91.1
616;20241030234240;READY;Simulated Carrier;LTE;-91.1
617;20241030234250;READY;Simulated Carrier;LTE;-88.7
618;20241030234300;READY;Simulated Carrier;LTE;-89.7
619;20241030234310;READY;Simulated Carrier;LTE;-90.7
620;20241030234320;READY;Simulated Carrier;LTE;-94.7
621;20241030234330;READY;Simulated Carrier;LTE;-89.7
622;20241030234340;READY;Simulated Carrier;LTE;-84.0
623;20241030234350;READY;Simulated Carrier;LTE;-86.2
624;20241030234400;READY;Simulated Carrier;LTE;-85.2
625;20241030234410;READY;Simulated Carrier;LTE;-93.8
626;20241030234420;READY;Simulated Carrier;LTE;-95.7
627;20241030234430;READY;Simulated Carrier;LTE;-92.2
628;20241030234440;READY;Simulated Carrier;LTE;-91.5
629;20241030234450;READY;Simulated Carrier;LTE;-87.4
630;20241030234500;READY;Simulated Carrier;LTE;-98.4
631;20241030234510;READY;Simulated Carrier;LTE;-85.6
632;20241030234520;READY;Simulated Carrier;LTE;-92.2
633;20241030234530;READY;Simulated Carrier;LTE;-93.4
634;20241030234540;READY;Simulated Carrier;LTE;-95.7
635;20241030234550;READY;Simulated Carrier;LTE;-98.2
636;20241030234600;READY;Simulated Carrier;LTE;-88.4
637;20241030234610;READY;Simulated Carrier;LTE;-91.4
638;20241030234620;READY;Simulated Carrier;LTE;-96.7
639;20241030234630;READY;Simulated Carrier;LTE;-96.9
640;20241030234640;READY;Simulated Carrier;LTE;-93.0
641;20241030234650;READY;Simulated Carrier;LTE;-85.3
642;20241030234700;READY;Simulated Carrier;LTE;-93.1
643;20241030234710;READY;Simulated Carrier;LTE;-97.9
644;20241030234720;READY;Simulated Carrier;LTE;-92.9
645;20241030234730;READY;Simulated Carrier;LTE;-93.1
646;20241030234740;READY;Simulated Carrier;LTE;-102.9
647;20241030234750;READY;Simulated Carrier;LTE;-92.1
648;20241030234800;READY;Simulated Carrier;LTE;-93.0
649;20241030234810;READY;Simulated Carrier;LTE;-89.4
650;20241030234820;READY;Simulated Carrier;LTE;-84.6
651;20241030234830;READY;Simulated Carrier;LTE;-87.3
652;20241030234840;READY;Simulated Carrier;LTE;-92.9
653;20241030234850;READY;Simulated Carrier;LTE;-96.4
654;20241030234900;READY;Simulated Carrier;LTE;-81.4
655;20241030234910;READY;Simulated Carrier;LTE;-91.3
656;20241030234920;READY;Simulated Carrier;LTE;-91.5
657;20241030234930;READY;Simulated Carrier;LTE;-91.7
658;20241030234940;READY;Simulated Carrier;LTE;-90.8
659;20241030234950;READY;Simulated Carrier;LTE;-92.2
660;20241030235000;READY;Simulated Carrier;LTE;-93.9
661;20241030235010;READY;Simulated Carrier;LTE;-93.6
662;20241030235020;READY;Simulated Carrier;LTE;-91.5
663;20241030235030;READY;Simulated Carrier;LTE;-93.6
664;20241030235040;READY;Simulated Carrier;LTE;-94.2
665;20241030235050;READY;Simulated Carrier;LTE;-90.9
666;20241030235100;READY;Simulated Carrier;LTE;-92.2
667;20241030235110;READY;Simulated Carrier;LTE;-85.1
668;20241030235120;READY;Simulated Carrier;LTE;-101.8
669;20241030235130;READY;Simulated Carrier;LTE;-86.8
670;20241030235140;READY;Simulated Carrier;LTE;-86.3
671;20241030235150;READY;Simulated Carrier;LTE;-99.7
672;20241030235200;READY;Simulated Carrier;LTE;-92.7
673;20241030235210;READY;Simulated Carrier;LTE;-92.6
674;20241030235220;READY;Simulated Carrier;LTE;-96.9
675;20241030235230;READY;Simulated Carrier;LTE;-94.4
676;20241030235240;READY;Simulated Carrier;LTE;-95.7
677;20241030235250;READY;Simulated Carrier;LTE;-84.2
678;20241030235300;READY;Simulated Carrier;LTE;-87.5
679;20241030235310;READY;Simulated Carrier;LTE;-86.3
680;20241030235320;READY;Simulated Carrier;LTE;-88.5
681;20241030235330;READY;Simulated Carrier;LTE;-95.9
682;20241030235340;READY;Simulated Carrier;LTE;-93.7
683;20241030235350;READY;Simulated Carrier;LTE;-89.6
684;20241030235400;READY;Simulated Carrier;LTE;-96.3
685;20241030235410;READY;Simulated Carrier;LTE;-88.6
686;20241030235420;READY;Simulated Carrier;LTE;-92.4
687;20241030235430;READY;Simulated Carrier;LTE;-92.8
688;20241030235440;READY;Simulated Carrier;LTE;-88.4
689;20241030235450;READY;Simulated Carrier;LTE;-89.4
690;20241030235500;READY;Simulated Carrier;LTE;-92.6
691;20241030235510;READY;Simulated Carrier;LTE;-86.4
692;20241030235520;READY;Simulated Carrier;LTE;-95.4
693;20241030235530;READY;Simulated Carrier;LTE;-88.6
694;20241030235540;READY;Simulated Carrier;LTE;-88.8
695;20241030235550;READY;Simulated Carrier;LTE;-92.4
696;20241030235600;READY;Simulated Carrier;LTE;-89.9
697;20241030235610;READY;Simulated Carrier;LTE;-96.3
698;20241030235620;READY;Simulated Carrier;LTE;-87.6
699;20241030235630;READY;Simulated Carrier;LTE;-92.2
700;20241030235640;READY;Simulated Carrier;LTE;-93.3
701;20241030235650;READY;Simulated Carrier;LTE;-86.9
702;20241030235700;READY;Simulated Carrier;LTE;-93.7
703;20241030235710;READY;Simulated Carrier;LTE;-96.7
704;20241030235720;READY;Simulated Carrier;LTE;-97.3
705;20241030235730;READY;Simulated Carrier;LTE;-88.7
706;20241030235740;READY;Simulated Carrier;LTE;-96.4
707;20241030235750;READY;Simulated Carrier;LTE;-84.3
708;20241030235800;READY;Simulated Carrier;LTE;-99.5
709;20241030235810;READY;Simulated Carrier;LTE;-84.5
710;20241030235820;READY;Simulated Carrier;LTE;-90.3
711;20241030235830;READY;Simulated Carrier;LTE;-91.5
712;20241030235840;READY;Simulated Carrier;LTE;-93.0
713;20241030235850;READY;Simulated Carrier;LTE;-89.4
714;20241030235900;READY;Simulated Carrier;LTE;-91.0
715;20241030235910;READY;Simulated Carrier;LTE;-86.3
716;20241030235920;READY;Simulated Carrier;LTE;-90.4
717;20241030235930;READY;Simulated Carrier;LTE;-90.1
718;20241030235940;READY;Simulated Carrier;LTE;-92.2
719;20241030235950;READY;Simulated Carrier;LTE;-91.0
720;20241031000000;READY;Simulated Carrier;LTE;-89.6
721;20241031000010;READY;Simulated Carrier;LTE;-97.7
722;20241031000020;READY;Simulated Carrier;LTE;-96.1
723;20241031000030;READY;Simulated Carrier;LTE;-87.7
724;20241031000040;READY;Simulated Carrier;LTE;-89.9
725;20241031000050;READY;Simulated Carrier;LTE;-91.4
726;20241031000100;READY;Simulated Carrier;LTE;-90.7
727;20241031000110;READY;Simulated Carrier;LTE;-89.3
728;20241031000120;READY;Simulated Carrier;LTE;-92.9
729;20241031000130;READY;Simulated Carrier;LTE;-93.9
730;20241031000140;READY;Simulated Carrier;LTE;-90.0
731;20241031000150;READY;Simulated Carrier;LTE;-94.7
732;20241031000200;READY;Simulated Carrier;LTE;-89.2
733;20241031000210;READY;Simulated Carrier;LTE;-97.6
734;20241031000220;READY;Simulated Carrier;LTE;-86.6
735;20241031000230;READY;Simulated Carrier;LTE;-88.8
736;20241031000240;READY;Simulated Carrier;LTE;-89.7
737;20241031000250;READY;Simulated Carrier;LTE;-86.8
738;20241031000300;READY;Simulated Carrier;LTE;-84.0
739;20241031000310;READY;Simulated Carrier;LTE;-86.5
740;20241031000320;READY;Simulated Carrier;LTE;-98.1
741;20241031000330;READY;Simulated Carrier;LTE;-95.8
742;20241031000340;READY;Simulated Carrier;LTE;-93.4
743;20241031000350;READY;Simulated Carrier;LTE;-90.8
744;20241031000400;READY;Simulated Carrier;LTE;-88.6
745;20241031000410;READY;Simulated Carrier;LTE;-93.7
746;20241031000420;READY;Simulated Carrier;LTE;-90.1
747;20241031000430;READY;Simulated Carrier;LTE;-93.8
748;20241031000440;READY;Simulated Carrier;LTE;-93.4
749;20241031000450;READY;Simulated Carrier;LTE;-96.6
750;20241031000500;READY;Simulated Carrier;LTE;-94.6
751;20241031000510;READY;Simulated Carrier;LTE;-96.4
752;20241031000520;READY;Simulated Carrier;LTE;-94.9
753;20241031000530;READY;Simulated Carrier;LTE;-86.7
754;20241031000540;READY;Simulated Carrier;LTE;-94.7
755;20241031000550;READY;Simulated Carrier;LTE;-80.3
756;20241031000600;READY;Simulated Carrier;LTE;-88.9
757;20241031000610;READY;Simulated Carrier;LTE;-90.1
758;20241031000620;READY;Simulated Carrier;LTE;-94.3
759;20241031000630;READY;Simulated Carrier;LTE;-88.0
760;20241031000640;READY;Simulated Carrier;LTE;-93.2
761;20241031000650;READY;Simulated Carrier;LTE;-90.4
762;20241031000700;READY;Simulated Carrier;LTE;-80.8
763;20241031000710;READY;Simulated Carrier;LTE;-91.4
764;20241031000720;READY;Simulated Carrier;LTE;-86.5
765;20241031000730;READY;Simulated Carrier;LTE;-94.0
766;20241031000740;READY;Simulated Carrier;LTE;-91.3
767;20241031000750;READY;Simulated Carrier;LTE;-84.1
768;20241031000800;READY;Simulated Carrier;LTE;-93.6
769;20241031000810;READY;Simulated Carrier;LTE;-83.9
770;20241031000820;READY;Simulated Carrier;LTE;-88.2
771;20241031000830;READY;Simulated Carrier;LTE;-93.3
772;20241031000840;READY;Simulated Carrier;LTE;-88.5
773;20241031000850;READY;Simulated Carrier;LTE;-87.2
774;20241031000900;READY;Simulated Carrier;LTE;-88.6
775;20241031000910;READY;Simulated Carrier;LTE;-97.3
776;20241031000920;READY;Simulated Carrier;LTE;-93.9
777;20241031000930;READY;Simulated Carrier;LTE;-92.2
778;20241031000940;READY;Simulated Carrier;LTE;-91.5
779;20241031000950;READY;Simulated Carrier;LTE;-88.5
780;20241031001000;READY;Simulated Carrier;LTE;-90.3
781;20241031001010;READY;Simulated Carrier;LTE;-96.4
782;20241031001020;READY;Simulated Carrier;LTE;-89.5
783;20241031001030;READY;Simulated Carrier;LTE;-88.6
784;20241031001040;READY;Simulated Carrier;LTE;-88.7
785;20241031001050;READY;Simulated Carrier;LTE;-86.7
786;20241031001100;READY;Simulated Carrier;LTE;-87.6
787;20241031001110;READY;Simulated Carrier;LTE;-89.1
788;20241031001120;READY;Simulated Carrier;LTE;-91.2
789;20241031001130;READY;Simulated Carrier;LTE;-97.5
790;20241031001140;READY;Simulated Carrier;LTE;-89.1
791;20241031001150;READY;Simulated Carrier;LTE;-89.9
792;20241031001200;READY;Simulated Carrier;LTE;-89.7
793;20241031001210;READY;Simulated Carrier;LTE;-95.8
794;20241031001220;READY;Simulated Carrier;LTE;-95.0
795;20241031001230;READY;Simulated Carrier;LTE;-86.5
796;20241031001240;READY;Simulated Carrier;LTE;-90.9
797;20241031001250;READY;Simulated Carrier;LTE;-88.0
798;20241031001300;READY;Simulated Carrier;LTE;-90.5
799;20241031001310;READY;Simulated Carrier;LTE;-90.5
800;20241031001320;READY;Simulated Carrier;LTE;-87.0
801;20241031001330;READY;Simulated Carrier;LTE;-92.8
802;20241031001340;READY;Simulated Carrier;LTE;-90.4
803;20241031001350;READY;Simulated Carrier;LTE;-92.5
804;20241031001400;READY;Simulated Carrier;LTE;-92.3
805;20241031001410;READY;Simulated Carrier;LTE;-91.9
806;20241031001420;READY;Simulated Carrier;LTE;-89.5
807;20241031001430;READY;Simulated Carrier;LTE;-92.3
808;20241031001440;READY;Simulated Carrier;LTE;-85.2
809;20241031001450;READY;Simulated Carrier;LTE;-93.8
810;20241031001500;READY;Simulated Carrier;LTE;-91.0
811;20241031001510;READY;Simulated Carrier;LTE;-91.9
812;20241031001520;READY;Simulated Carrier;LTE;-84.2
813;20241031001530;READY;Simulated Carrier;LTE;-89.1
814;20241031001540;READY;Simulated Carrier;LTE;-85.7
815;20241031001550;READY;Simulated Carrier;LTE;-95.8
816;20241031001600;READY;Simulated Carrier;LTE;-88.8
817;20241031001610;READY;Simulated Carrier;LTE;-86.3
818;20241031001620;READY;Simulated Carrier;LTE;-89.4
819;20241031001630;READY;Simulated Carrier;LTE;-85.5
820;20241031001640;READY;Simulated Carrier;LTE;-91.8
821;20241031001650;READY;Simulated Carrier;LTE;-83.9
822;20241031001700;READY;Simulated Carrier;LTE;-80.4
823;20241031001710;READY;Simulated Carrier;LTE;-91.2
824;20241031001720;READY;Simulated Carrier;LTE;-91.5
825;20241031001730;READY;Simulated Carrier;LTE;-83.9
826;20241031001740;READY;Simulated Carrier;LTE;-83.4
827;20241031001750;READY;Simulated Carrier;LTE;-91.7
828;20241031001800;READY;Simulated Carrier;LTE;-91.3
829;20241031001810;READY;Simulated Carrier;LTE;-90.7
830;20241031001820;READY;Simulated Carrier;LTE;-95.1
831;20241031001830;READY;Simulated Carrier;LTE;-93.5
832;20241031001840;READY;Simulated Carrier;LTE;-93.8
833;20241031001850;READY;Simulated Carrier;LTE;-93.1
834;20241031001900;READY;Simulated Carrier;LTE;-90.1
835;20241031001910;READY;Simulated Carrier;LTE;-89.0
836;20241031001920;READY;Simulated Carrier;LTE;-83.4
837;20241031001930;READY;Simulated Carrier;LTE;-93.4
838;20241031001940;READY;Simulated Carrier;LTE;-85.5
839;20241031001950;READY;Simulated Carrier;LTE;-90.3
840;20241031002000;READY;Simulated Carrier;LTE;-89.5
841;20241031002010;READY;Simulated Carrier;LTE;-86.5
842;20241031002020;READY;Simulated Carrier;LTE;-93.8
843;20241031002030;READY;Simulated Carrier;LTE;-88.0
844;20241031002040;READY;Simulated Carrier;LTE;-88.9
845;20241031002050;READY;Simulated Carrier;LTE;-87.5
846;20241031002100;READY;Simulated Carrier;LTE;-88.3
847;20241031002110;READY;Simulated Carrier;LTE;-79.5
848;20241031002120;READY;Simulated Carrier;LTE;-92.0
849;20241031002130;READY;Simulated Carrier;LTE;-91.8
850;20241031002140;READY;Simulated Carrier;LTE;-92.1
851;20241031002150;READY;Simulated Carrier;LTE;-91.9
852;20241031002200;READY;Simulated Carrier;LTE;-92.4
853;20241031002210;READY;Simulated Carrier;LTE;-85.1
854;20241031002220;READY;Simulated Carrier;LTE;-84.1
855;20241031002230;READY;Simulated Carrier;LTE;-92.1
856;20241031002240;READY;Simulated Carrier;LTE;-93.2
857;20241031002250;READY;Simulated Carrier;LTE;-88.0
858;20241031002300;READY;Simulated Carrier;LTE;-92.1
859;20241031002310;READY;Simulated Carrier;LTE;-87.5
860;20241031002320;READY;Simulated Carrier;LTE;-89.3
861;20241031002330;READY;Simulated Carrier;LTE;-96.1
862;20241031002340;READY;Simulated Carrier;LTE;-83.8
863;20241031002350;READY;Simulated Carrier;LTE;-82.8
864;20241031002400;READY;Simulated Carrier;LTE;-92.6
865;20241031002410;READY;Simulated Carrier;LTE;-91.7
866;20241031002420;READY;Simulated Carrier;LTE;-89.2
867;20241031002430;READY;Simulated Carrier;LTE;-89.0
868;20241031002440;READY;Simulated Carrier;LTE;-87.6
869;20241031002450;READY;Simulated Carrier;LTE;-82.3
870;20241031002500;READY;Simulated Carrier;LTE;-91.1
871;20241031002510;READY;Simulated Carrier;LTE;-93.6
872;20241031002520;READY;Simulated Carrier;LTE;-95.8
873;20241031002530;READY;Simulated Carrier;LTE;-93.2
874;20241031002540;READY;Simulated Carrier;LTE;-90.5
875;20241031002550;READY;Simulated Carrier;LTE;-83.4
876;20241031002600;READY;Simulated Carrier;LTE;-92.6
877;20241031002610;READY;Simulated Carrier;LTE;-89.4
878;20241031002620;READY;Simulated Carrier;LTE;-90.4
879;20241031002630;READY;Simulated Carrier;LTE;-85.6
880;20241031002640;READY;Simulated Carrier;LTE;-80.2
881;20241031002650;READY;Simulated Carrier;LTE;-92.4
882;20241031002700;READY;Simulated Carrier;LTE;-92.3
883;20241031002710;READY;Simulated Carrier;LTE;-86.1
884;20241031002720;READY;Simulated Carrier;LTE;-87.5
885;20241031002730;READY;Simulated Carrier;LTE;-82.9
886;20241031002740;READY;Simulated Carrier;LTE;-88.0
887;20241031002750;READY;Simulated Carrier;LTE;-91.7
888;20241031002800;READY;Simulated Carrier;LTE;-87.8
889;20241031002810;READY;Simulated Carrier;LTE;-85.8
890;20241031002820;READY;Simulated Carrier;LTE;-86.8
891;20241031002830;READY;Simulated Carrier;LTE;-88.1
892;20241031002840;READY;Simulated Carrier;LTE;-86.0
893;20241031002850;READY;Simulated Carrier;LTE;-85.6
894;20241031002900;READY;Simulated Carrier;LTE;-85.0
895;20241031002910;READY;Simulated Carrier;LTE;-87.8
896;20241031002920;READY;Simulated Carrier;LTE;-91.3
897;20241031002930;READY;Simulated Carrier;LTE;-90.2
898;20241031002940;READY;Simulated Carrier;LTE;-86.1
899;20241031002950;READY;Simulated Carrier;LTE;-94.2
900;20241031003000;READY;Simulated Carrier;LTE;-89.5
901;20241031003010;READY;Simulated Carrier;LTE;-92.6
902;20241031003020;READY;Simulated Carrier;LTE;-91.0
903;20241031003030;READY;Simulated Carrier;LTE;-86.1
904;20241031003040;READY;Simulated Carrier;LTE;-90.4
905;20241031003050;READY;Simulated Carrier;LTE;-91.1
906;20241031003100;READY;Simulated Carrier;LTE;-96.6
907;20241031003110;READY;Simulated Carrier;LTE;-88.3
908;20241031003120;READY;Simulated Carrier;LTE;-88.7
909;20241031003130;READY;Simulated Carrier;LTE;-82.5
910;20241031003140;READY;Simulated Carrier;LTE;-92.3
911;20241031003150;READY;Simulated Carrier;LTE;-90.3
912;20241031003200;READY;Simulated Carrier;LTE;-90.1
913;20241031003210;READY;Simulated Carrier;LTE;-84.8
914;20241031003220;READY;Simulated Carrier;LTE;-91.5
915;20241031003230;READY;Simulated Carrier;LTE;-90.0
916;20241031003240;READY;Simulated Carrier;LTE;-88.7
917;20241031003250;READY;Simulated Carrier;LTE;-90.4
918;20241031003300;READY;Simulated Carrier;LTE;-93.0
919;20241031003310;READY;Simulated Carrier;LTE;-90.6
920;20241031003320;READY;Simulated Carrier;LTE;-87.2
921;20241031003330;READY;Simulated Carrier;LTE;-95.8
922;20241031003340;READY;Simulated Carrier;LTE;-91.2
923;20241031003350;READY;Simulated Carrier;LTE;-94.6
924;20241031003400;READY;Simulated Carrier;LTE;-87.1
925;20241031003410;READY;Simulated Carrier;LTE;-97.9
926;20241031003420;READY;Simulated Carrier;LTE;-94.0
927;20241031003430;READY;Simulated Carrier;LTE;-90.5
928;20241031003440;READY;Simulated Carrier;LTE;-85.7
929;20241031003450;READY;Simulated Carrier;LTE;-92.1
930;20241031003500;READY;Simulated Carrier;LTE;-94.2
931;20241031003510;READY;Simulated Carrier;LTE;-84.4
932;20241031003520;READY;Simulated Carrier;LTE;-97.8
933;20241031003530;READY;Simulated Carrier;LTE;-100.8
934;20241031003540;READY;Simulated Carrier;LTE;-90.3
935;20241031003550;READY;Simulated Carrier;LTE;-94.3
936;20241031003600;READY;Simulated Carrier;LTE;-96.4
937;20241031003610;READY;Simulated Carrier;LTE;-89.5
938;20241031003620;READY;Simulated Carrier;LTE;-91.4
939;20241031003630;READY;Simulated Carrier;LTE;-94.8
940;20241031003640;READY;Simulated Carrier;LTE;-97.7
941;20241031003650;READY;Simulated Carrier;LTE;-89.0
942;20241031003700;READY;Simulated Carrier;LTE;-89.9
943;20241031003710;READY;Simulated Carrier;LTE;-92.9
944;20241031003720;READY;Simulated Carrier;LTE;-85.2
945;20241031003730;READY;Simulated Carrier;LTE;-96.7
946;20241031003740;READY;Simulated Carrier;LTE;-98.7
947;20241031003750;READY;Simulated Carrier;LTE;-95.3
948;20241031003800;READY;Simulated Carrier;LTE;-92.6
949;20241031003810;READY;Simulated Carrier;LTE;-91.4
950;20241031003820;READY;Simulated Carrier;LTE;-93.3
951;20241031003830;READY;Simulated Carrier;LTE;-91.0
952;20241031003840;READY;Simulated Carrier;LTE;-97.3
953;20241031003850;READY;Simulated Carrier;LTE;-86.7
954;20241031003900;READY;Simulated Carrier;LTE;-92.9
955;20241031003910;READY;Simulated Carrier;LTE;-88.1
956;20241031003920;READY;Simulated Carrier;LTE;-91.1
957;20241031003930;READY;Simulated Carrier;LTE;-90.6
958;20241031003940;READY;Simulated Carrier;LTE;-90.3
959;20241031003950;READY;Simulated Carrier;LTE;-90.8
960;20241031004000;READY;Simulated Carrier;LTE;-90.1
